Item Status,Item,Cert Number,Grade,Issuer Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 6x raw cards- 5x) 2001 Playoff Season Ticket:Eddie George,Tiki Barber,Joey Galloway,Steve McNair & Warren Sapp 1x)- 2018-19 Panini Immaculate Collection Basketball #110 Grayson Allen Utah Jazz 01/24 player worn material and autograph",VIH00000042776,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2023 Panini - Immaculate Collection Football Zay Flowers #PP-ZFL,VIH00000043571,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,n/a TRADING CARD S. GILGEOUS- ALEXANDER PSA/DNA CERTIFIED AUTHENTIC AUTO,85504010,PSA,DNA,Authentic,-,n/a TRADING CARD - S.,GILGEOUS-,ALEXANDER PSA/DNA CERTIFIED AUTHENTIC AUTO,,-,-,-,-,-,-,-,-,Unvaulted,12/1/2025,105,-,-,-,-,-,-,-,-,-,-
Active,2025 Panini Prizm Amen Thompson Redemption Card | Ineligible item,VIH00000042669,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,2023 Panini Illusions Dallas Goedert Auto /99 | Ineligible item,VIH00000042665,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps #NS-3 VJ EDGECOMBE rookie card,VIH00000042243,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023-24 Panini Select Top Shelf Signatures #TSS-CUR Stephen Curry Tye-Die Prizm [#16/25],VIH00000043664,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini The National VIP #53 Ken Griffey Jr.,VIH00000043634,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,2023 TOPPS CHROME SAPPHIRE EDITION 1972 TOPPS AUTOGRAPHS #TAJB JALEN BRUNSON PURPLE 8/10,1.13E+08,PSA,9,-,2023,TOPPS CHROME SAPPHIRE EDITION,1972,TOPPS AUTOGRAPHS TAJB JALEN BRUNSON PURPLE,,10-Aug,-,97.23,-,-,-,-,-,Vaulted,11/3/2025,134,Fixed Price,########,399,-,eBay,-,-,-,-,-
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | x1 Joel Embiid, Jayden Daniels, Fernado Tatis Jr, Disney 100 Card Game",vih00000043197,VIH,,,,,,,,,,,,,,,,Returning,########,111,-,-,-,-,-,-,-,-,-,-
Active,"2024 Topps Diamond Icons White Polychromatink Autograph #WPA-YY Yoshinobu Yamamoto Black, Purple Ink",9890255,SGC,9,-,2024,Topps Diamond Icons White Polychromatink Autograph,WPA-YY,"Yoshinobu Yamamoto Black, Purple Ink",,-,1330,-,-,1330,-,-,-,Unvaulted,########,117,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI KABOOM! #JE JOEL EMBIID,67550081,PSA,9,-,2018,PANINI KABOOM! JE JOEL EMBIID -,,,,-,-,453.29,-,-,-,-,-,Vaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI SELECT DRAFT SELECTIONS MEMORABILIA #DSLDC LUKA DONCIC PURPLE 83/99,69749095,PSA,Authentic,9,2018,PANINI SELECT DRAFT SELECTIONS MEMORABILIA DSLDC LUKA DONCIC PURPLE,,,,83/99,-,-,-,-,-,-,-,To Vault,11/6/2025,130,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS CHROME LIGHTNING LEADERS #LL1 SHOHEI OHTANI,1.27E+08,PSA,10,-,2025,TOPPS CHROME LIGHTNING LEADERS LL1 SHOHEI OHTANI -,,,,-,-,-,-,-,-,-,-,Vaulted,1/31/2026,44,Fixed Price,2/10/2026,499,-,eBay,-,-,-,-,-
Active,2003-04 Bowman Chrome #149 Dwayne Wade Refractors,0003917921,BGS,9,-,2003-04,Bowman Chrome,149,Dwayne Wade Refractors,,-,-,-,-,-,-,-,-,Vaulted,2/6/2026,38,Fixed Price,2/10/2026,3499,-,eBay,-,-,-,-,-
Active,1992 CLASSIC DRAFT PICKS #1 SHAQUILLE O'NEAL,20458493,PSA,10,-,1992,CLASSIC DRAFT PICKS,1,SHAQUILLE O'NEAL -,,-,-,101.98,-,-,-,-,-,Vaulted,2/5/2026,39,Fixed Price,2/10/2026,199,-,eBay,-,-,-,-,-
Active,2023 TOPPS COSMIC CHROME #70 DWYANE WADE SUPERFRACTOR 1/1 1/1,1.33E+08,PSA,9,-,2023,TOPPS COSMIC CHROME,70,DWYANE WADE SUPERFRACTOR 1/1,,1-Jan,-,712.39,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/11/2026,999,-,eBay,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #RC1 PAIGE BUECKERS,1.28E+08,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD RC1 PAIGE BUECKERS -,,,,-,-,-,-,-,-,-,-,Vaulted,########,120,Fixed Price,2/11/2026,199,-,eBay,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Noah Penda #TAIR-NP Chrome Basketball,VIH00000046200,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Shai Gilgeous-Alexander #141,VIH00000045085,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,2009 TOPPS #321 STEPHEN CURRY,63962554,PSA,8,-,2009,TOPPS,321,STEPHEN CURRY -,,-,-,1927.44,-,-,-,-,-,Unvaulted,11/4/2025,132,-,-,-,-,-,-,-,-,-,-
Active,2011-12 Exquisite Collection Personal Touch Car #PTCVC Vince Carter,0012769095,BGS,9,-,2011-12,Exquisite Collection Personal Touch Car PTCVC Vince Carter -,,,,-,-,-,-,-,-,-,-,Unvaulted,1/23/2026,52,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2023-24 Panini Flawless Basketball Yao Ming #LS-YAO Legendary Scripts,VIH00000046194,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI DONRUSS OPTIC FAST BREAK SIGNATURES #FBAEW ANTHONY EDWARDS GOLD 4/10,72383626,PSA,9,-,2021,PANINI DONRUSS OPTIC FAST BREAK SIGNATURES FBAEW ANTHONY EDWARDS GOLD,,,,10-Apr,-,526.38,-,-,-,-,-,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2023 TOPPS NPB CHROME TOPPS 2001 #01-1 YOSHINOBU YAMAMOTO ORANGE REFRACTOR 1/25,85222228,PSA,9,-,2023,TOPPS NPB CHROME TOPPS,2001,1-Jan YOSHINOBU YAMAMOTO ORANGE REFRACTOR,,25-Jan,-,555.73,-,-,-,-,-,Unvaulted,12/1/2025,105,-,-,-,-,-,-,-,-,-,-
Active,2016-17 Panini Donruss Optic Signature Series Jeremy Lin | Ineligible Item,VIH00000045406,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,2003 UPPER DECK ROOKIE EXCLUSIVES #A58 YAO MING AUTOGRAPH,97351741,PSA,Authentic,10,2003,UPPER DECK ROOKIE EXCLUSIVES A58 YAO MING AUTOGRAPH,,,,-,-,-,-,-,-,-,-,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,2012 UPPER DECK EXQUISITE COLLECTION SIGNATURES #S-JE JULIUS ERVING 25/30,1.27E+08,PSA,9,-,2012,UPPER DECK EXQUISITE COLLECTION SIGNATURES,S-JE,JULIUS ERVING -,,25/30,-,323.17,-,-,-,-,-,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,2013 Upper Deck All-Time Greats Team For The Ages #TA14 Michael Jordan,0011816447,BGS,9,-,2013,Upper Deck,All-Time,Greats Team For The Ages TA14 Michael Jordan -,,-,10000,-,-,10000,-,-,-,Vaulted,11/5/2025,132,Fixed Price,2/15/2026,14999,-,eBay,-,-,-,-,-
Active,2023 BOWMAN UNIVERSITY BEST BOWMAN MASTERPIECES AUTOGRAPHS #BMACC CAITLIN CLARK GOLD REFRACTOR 16/50,1.08E+08,PSA,10,-,2023,BOWMAN UNIVERSITY BEST BOWMAN MASTERPIECES AUTOGRAPHS BMACC CAITLIN CLARK GOLD REFRACTOR,,,,16/50,-,2673.49,-,-,-,-,-,Vaulted,########,125,Fixed Price,2/15/2026,3999,-,eBay,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw Card: 2014 Topps Finest Keenan Allen #AJR-RM 24/75,VIH00000042726,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042857,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 VIP Panini Prizm The Nationals Paul Skenes No.42,VIH00000042598,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2025 Topps 1st Bowman No.BCA-FME Fernando Mendoza Raw Card,VIH00000045631,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,2024 Topps Verterns Class Donovan McNabb Auto /10 | Ineligible item,VIH00000042671,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,2025 Topps Chrome Stephen Curry /99 | Ineligible Items,VIH00000043013,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x 2024-25 Panini Flawless Basketball Darius Garland No. FM-DGL,VIH00000042140,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Immaculate Collection Paolo Banchero #MM-PBA auto numbered 05/10,VIH00000042713,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Flawless Anthony Davis Raw Card 10/15,VIH00000043005,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042847,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw: Wild Card 7CSR-A CJ Stroud 1/1,VIH00000042078,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Immaculate Collection Modern Marks Luis Suarez Auto /25 | Ineligbile Items,VIH00000044261,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Topps Basketball All Kings #AK10 Donovan Mitchell,VIH00000043661,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | | 1x Raw Card: 2025 Panini National Treasures Baseball - Synced Signatures #SS-LS Paul Skenes/Dylan Crews [#05/10],VIH00000044396,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 RAW Hi-Tech Mario Andretti Prototype,VIH00000042438,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2015-16 Panini Immaculate Giannis Antetokounmpo #17 auto numbered 03/10,VIH00000042104,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw 2024-25 Panini Noir Dalton Knecht #22/25,VIH00000042940,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x 2025 Raw Panini VIP Aaron Judge,VIH00000042221,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024-25 Panini Donruss Optic Rated Rookie Jared McCain No.313 Autographed,VIH00000042616,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,2024 Panini Immaculate Collection Tyreek Hill Logos /10 | Ineligible item,VIH00000043017,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042916,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card with sports mem- 2024-25 SILHOUETTE DERRICK ROSE #THR-DRS,VIH00000045321,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,60,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Flawless Cade Cunningham Auto /3 | Ineligible Item,VIH00000045335,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,60,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042902,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2023 Panini Prizm Football No. 175 Hunter Renfrow,VIH00000042762,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps Bowman Best KON KNUEPPEL #PDRA-KKN Player worn mem and guaranteed autograph,VIH00000043105,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw NFL card- 2024 Panini SELECT  #4 MARVIN HARRISON JR. Cardinals,VIH00000042744,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042921,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Topps Bowman Chrome Kon Knueppel #48 auto numbered 4/5,VIH00000041852,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2018 Prizm Basketball Jayson Tatum Blue Shimmer 6/7,VIH00000044845,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw NFL card-2018 Panini Donruss Optic JOSH ALLEN #154 rated Rookie,vih00000044683,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,60,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Card: 2020 Panini Immaculate Collection #QJ4 Jordan Love (21/49),VIH00000043239,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Panini Score Rookie Jaxson Dart #35,VIH00000042811,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2015-16 Panini National Treasures Rookie Jumbo #31 Nikola Jokic,VIH00000042325,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2020-21 Panini Prizm Select D'Andre Swift,VIH00000042599,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw baseball card in a clear protectant case-2021 Topps Commemorative 70th Anniversary Metal Patch MOOKIE BETTS,VIH00000042182,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw Austin Reeves Card,VIH00000042805,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042905,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Black Leather Playing Card Letter K LeBron James Raw Card,VIH00000045600,VIH,,,,,,,,,,,,,,,,To Vault,-,-,-,-,-,-,-,-,-,-,-,-
Active,No. SS-VCT Vince Carter | 2019-20 Panini -  Immaculate Collection Basketball,VIH00000042995,VIH,,,,,,,,,,,,,,,,Unvaulted,########,90,-,-,-,-,-,-,-,-,-,-
Active,Encased 2024-25 National Treasures #TAL-SGA Shai Gilgeous-Alexander | Treasured Talents 3/10,VIH00000044876,VIH,,,,,,,,,,,,,,,,Unvaulted,########,77,-,-,-,-,-,-,-,-,-,-
Active,2021-22 Panini Eminence Basketball #JPA-JAM Ja Morant | Jumbo Patch Autographs 1/5 Encased,VIH00000042818,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2024 Topps Bowman U Now #170 Hannah Hidalgo | 2/5 Autograph Encased,VIH00000043278,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,99,-,-,-,-,-,-,-,-,-,-
Active,2020-21 Panini National Treasures Basketball #114 Tyrese Maxey | 1 of 1 Black Box 2025 Patch Autograph Rookie Card Encased,VIH00000042828,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,No. TRA-MB Mikal Bridges - Brooklyn | 2024 Topps 3 Basketball,VIH00000042996,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2022-23 Panini One And One Nikola Jokic  | Jersey Autograph - JA-NJK,VIH00000045396,VIH,,,,,,,,,,,,,,,,Unvaulted,1/21/2026,54,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 Topps Bowman Best Kon Knueppel 36/50,VIH00000042501,VIH,,,,,,,,,,,,,,,,Unvaulted,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,No. SS-PS Paul Skenes - Pittsburgh Spotlight Spikes | 2025 Panini - Three and Two Baseball,VIH00000043078,VIH,,,,,,,,,,,,,,,,Unvaulted,########,121,-,-,-,-,-,-,-,-,-,-
Active,Sealed encased 2022-23 Panini Flawless Nikola Jokic #DGS-NKJ | Auto numbered 7/8,VIH00000045862,VIH,,,,,,,,,,,,,,,,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,Sealed encased 2021-22 Panini Luka Doncic #DGS-LDD | Draft Gem Signatures auto numbered 02/15,VIH00000045863,VIH,,,,,,,,,,,,,,,,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,Encased 2024-25 Panini Eminence #NBA-KEV Kevin Garnett | NBA 75th Team Autographs Emerald 1/3,VIH00000044286,VIH,,,,,,,,,,,,,,,,Unvaulted,12/3/2025,104,-,-,-,-,-,-,-,-,-,-
Active,2018-19 Panini Contenders Optic Basketball #128 Luka Doncic | 86/99 Rookie Ticket Rookie Card Autograph Encased,VIH00000043343,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,99,-,-,-,-,-,-,-,-,-,-
Active,2024 Topps #RS-TM Tyrese Maxey | Rain Drops Topps Certified Autograph Issue Signatures 1/1 Encased,VIH00000042846,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2024 CLAYTON KERSHAW DYNASTIC DEED MILESTONE WIN  | #DAP-CK8 TOPPS DYNASTY WITH GURANTEED AUTO/WORN PATCH,VIH00000043043,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini National Treasures Shai Gilgeous-Alexander #VP-SGA | Encased Ungraded Panini CS Sealed,VIH00000045098,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI SPECTRA #6 LUKA DONCIC NEON PINK,58219979,PSA,9,-,2018,PANINI SPECTRA,6,LUKA DONCIC NEON PINK,,-,-,1054.44,-,-,-,-,-,Unvaulted,########,118,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA #22 CAITLIN CLARK GREEN PRIZM,1.25E+08,PSA,Authentic,9,2024,PANINI PRIZM WNBA,22,CAITLIN CLARK GREEN PRIZM,,-,-,-,-,-,-,-,-,To Vault,11/4/2025,132,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI SELECT DRAFT SELECTIONS MEMORABILIA #DSLDC LUKA DONCIC PURPLE 83/99,69749095,PSA,Authentic,9,2018,PANINI SELECT DRAFT SELECTIONS MEMORABILIA DSLDC LUKA DONCIC PURPLE,,,,83/99,-,-,-,-,-,-,-,To Vault,11/6/2025,130,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI KABOOM! #JE JOEL EMBIID,67550081,PSA,9,-,2018,PANINI KABOOM! JE JOEL EMBIID -,,,,-,-,453.29,-,-,-,-,-,Vaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Noah Penda #TAIR-NP Chrome Basketball,VIH00000046200,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Shai Gilgeous-Alexander #141,VIH00000045085,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,2009 TOPPS #321 STEPHEN CURRY,63962554,PSA,8,-,2009,TOPPS,321,STEPHEN CURRY -,,-,-,1927.44,-,-,-,-,-,Unvaulted,11/4/2025,132,-,-,-,-,-,-,-,-,-,-
Active,2012 UPPER DECK EXQUISITE COLLECTION SIGNATURES #S-JE JULIUS ERVING 25/30,1.27E+08,PSA,9,-,2012,UPPER DECK EXQUISITE COLLECTION SIGNATURES,S-JE,JULIUS ERVING -,,25/30,-,323.17,-,-,-,-,-,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2023-24 Panini Flawless Basketball Yao Ming #LS-YAO Legendary Scripts,VIH00000046194,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI DONRUSS OPTIC FAST BREAK SIGNATURES #FBAEW ANTHONY EDWARDS GOLD 4/10,72383626,PSA,9,-,2021,PANINI DONRUSS OPTIC FAST BREAK SIGNATURES FBAEW ANTHONY EDWARDS GOLD,,,,10-Apr,-,526.38,-,-,-,-,-,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2023 TOPPS NPB CHROME TOPPS 2001 #01-1 YOSHINOBU YAMAMOTO ORANGE REFRACTOR 1/25,85222228,PSA,9,-,2023,TOPPS NPB CHROME TOPPS,2001,1-Jan YOSHINOBU YAMAMOTO ORANGE REFRACTOR,,25-Jan,-,555.73,-,-,-,-,-,Unvaulted,12/1/2025,105,-,-,-,-,-,-,-,-,-,-
Active,2016-17 Panini Donruss Optic Signature Series Jeremy Lin | Ineligible Item,VIH00000045406,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,2003 UPPER DECK ROOKIE EXCLUSIVES #A58 YAO MING AUTOGRAPH,97351741,PSA,Authentic,10,2003,UPPER DECK ROOKIE EXCLUSIVES A58 YAO MING AUTOGRAPH,,,,-,-,-,-,-,-,-,-,Unvaulted,1/24/2026,52,-,-,-,-,-,-,-,-,-,-
Active,2011-12 Exquisite Collection Personal Touch Car #PTCVC Vince Carter,0012769095,BGS,9,-,2011-12,Exquisite Collection Personal Touch Car PTCVC Vince Carter -,,,,-,-,-,-,-,-,-,-,Unvaulted,1/23/2026,52,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS CHROME LIGHTNING LEADERS #LL1 SHOHEI OHTANI,1.27E+08,PSA,10,-,2025,TOPPS CHROME LIGHTNING LEADERS LL1 SHOHEI OHTANI -,,,,-,-,-,-,-,-,-,-,Vaulted,1/31/2026,44,Fixed Price,2/10/2026,499,-,eBay,-,-,-,-,-
Active,2003-04 Bowman Chrome #149 Dwayne Wade Refractors,0003917921,BGS,9,-,2003-04,Bowman Chrome,149,Dwayne Wade Refractors,,-,-,-,-,-,-,-,-,Vaulted,2/6/2026,38,Fixed Price,2/10/2026,3499,-,eBay,-,-,-,-,-
Active,1992 CLASSIC DRAFT PICKS #1 SHAQUILLE O'NEAL,20458493,PSA,10,-,1992,CLASSIC DRAFT PICKS,1,SHAQUILLE O'NEAL -,,-,-,101.98,-,-,-,-,-,Vaulted,2/5/2026,39,Fixed Price,2/10/2026,199,-,eBay,-,-,-,-,-
Active,2023 TOPPS COSMIC CHROME #70 DWYANE WADE SUPERFRACTOR 1/1 1/1,1.33E+08,PSA,9,-,2023,TOPPS COSMIC CHROME,70,DWYANE WADE SUPERFRACTOR 1/1,,1-Jan,-,712.39,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/11/2026,999,-,eBay,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #RC1 PAIGE BUECKERS,1.28E+08,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD RC1 PAIGE BUECKERS -,,,,-,-,-,-,-,-,-,-,Vaulted,########,120,Fixed Price,2/11/2026,199,-,eBay,-,-,-,-,-
