item_status,description,cert_number,issuer,grade,vault_status
Active,"1995 UPPER DECK 23K GOLD MICHAEL JORDAN 50,000 PRINT RUN",54313034,PSA,10,Unvaulted
Active,INELLIGIBLIBLE ITEM - PLEASE SHIP HOME | 2021 Panini Donruss Football No. 261 DeVonta Smith - Philadelphia Eagles,VIH00000042757,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2021 Panini Prizm Draft #SS-JSU Jalen Suggs,VIH00000043181,VIH,-,Unvaulted
Active,PLEASE SEND HOME- UNACCEPTED ITEM | 1x Raw Card 2025 Topps Chrome Big Kahuna Fernando Mendoza Auto,VIH00000044392,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 4x Raw Assorted Panini Cards,VIH00000042400,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2025 Topps Cooper Flagg Autograph Issue,VIH00000042137,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024-25 Panini Prizm No. SIG-ERV Julius Erving - Philadelphia 76ers,VIH00000042292,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2024-25 Panini Select VICTOR WEMBANYAMA Hot Stars #13,VIH00000042951,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2023 Super Products Super Glow #MHJ-1 Marvin Harrison Jr.,VIH00000043186,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042874,VIH,-,Unvaulted
Active,Sealed encased 2025 Leaf Metal Peja Stojakovic #BA-PS1 | Auto 1/1,VIH00000042096,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2022-23 Topps Inception OTE NAASIR CUNNINGHAM with autograph and mem patch,VIH00000042252,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2023 Leaf Trading Card Vivid Technicolor Scoot Henderson T-SH1 Autographed 4/30,VIH00000042475,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw baseball card- 2025 Topps Chrome PAUL SKENES #30,VIH00000043097,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2018-19 Panini Threads GIANNIS ANTETOKOUNMPO #36 Autograph Authenticity Guaranteed,VIH00000042299,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042878,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024-25 Panini Prizm Black #117 Paolo Banchero Autograph,VIH00000043617,VIH,-,Unvaulted
Active,2020 Panini National Treasures Sealed | Rookie Joe Burrow #RGS-JB,VIH00000045008,VIH,-,Unvaulted
Active,3x Stephen Curry Cards & 3x Empty Magnetic Card Holders | Ineligible Items,VIH00000044220,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024 Topps Bowman Chrome Kon Knueppel #SSA-KK auto numbered 4/5,VIH00000042085,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042918,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps VJ EDGECOMBE #NS-3 rookie card,VIH00000042236,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042837,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | All Kings card - Anthony Edwards Minnesota Timberwolves,VIH00000043206,VIH,-,Unvaulted
Active,2025 Topps All Kings LeBron James  | Ineligible item,VIH00000042698,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042820,VIH,-,Unvaulted
Active,2022 Panini One Football #40 Kenneth Walker III | Patch Autographs One of One Rookie Card Encased,VIH00000042826,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini The National VIP #33 Walter Payton,VIH00000043612,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2013-14 Upper Deck Exquisite Collection Lebron James #07/15,VIH00000042132,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | Bag of raw basketball cards,VIH00000042813,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab basketball card without a brand seal- 2023-24 Panini Immaculate Collection #IHS-MNU MANU GINOBILI with autograph,VIH00000042249,VIH,-,Unvaulted
Active,INELIGBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini National Treasures Stephen Curry No.NBA-SCY,VIH00000042152,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS - PLEASE SEND HOME | x2 Raw: 2020 Panini Immaculate Collection Jordan Yamamoto #DMS-JY, 2020 Topps B Chrome Jordan Yamamoto #RDYF-JY",VIH00000042736,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2020 Panini Treasures Marshall Faulk,VIH00000042222,VIH,-,Unvaulted
Active,2021 Panini Prizm Luka Doncic #SS-LDC 11/25 | Encased Ungraded Panini Sealed,VIH00000045096,VIH,-,Unvaulted
Active,Sealed encased 2022-23 Panini National Treasures Stephen Curry #TM-SCY | Treasured Moments auto 1 of 1 Black Box 2025,VIH00000044516,VIH,-,Unvaulted
Active,2024-25 Panini Flawless  | Stephen Curry #FP-SCY,VIH00000044919,VIH,-,Unvaulted
Active,2024-25 Panini Eminence Basketball #GG-SGA Shai Gilgeous-Alexander | Gilded Graphs Autograph 1/3 Encased,VIH00000043886,VIH,-,Unvaulted
Active,2022-23 Panini National Treasures Basketball # CFS-PBC Paolo Banchero | Clutch Factor 1 of 1 Black Box 2025 Patch Autograph Rookie Card Encased,VIH00000042870,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - 1X UNGRADED SLAB PLEASE SEND HOME! | 1x ugraded slab with no Topps/Bowman seal on top 2025 Topps Bowman Best Cooper Flagg,VIH00000042449,VIH,-,Unvaulted
Active,Sealed encased 2021-22 Panini One and One Nikola Jokic #TM-NJK | Timeless Moments auto numbered 33/35,VIH00000044709,VIH,-,Unvaulted
Active,Encased 2024-25 Eminence #TS-SGA Shai Gilgeous-Alexander | Thrilliant Signatures Green 1/3,VIH00000044875,VIH,-,Unvaulted
Active,2025-26 THE INCOMING CLASS VJ EDGECOMBE  | PANINI INSTANT 5/25 AUTO GUARANTEED,VIH00000043095,VIH,-,Unvaulted
Active,"1x 2025-26 1st Graded company Panini Instant Cooper Flagg, #RRR-16 | Ineligible",VIH00000041516,VIH,-,Unvaulted
Active,2024 Panini Flawless Baseball #PPH-BWJ Bobby Witt Jr. | Prime Patch Autographs 13/15 Encased,VIH00000042860,VIH,-,Unvaulted
Active,2019-20 Panini Instant Basketball #183 Giannis Antetokounmpo | Autograph 3 of 5 Encased,VIH00000043110,VIH,-,Unvaulted
Active,2022-23 Panini Noir Sealed | Luka Doncic #ANB-LUD,VIH00000045007,VIH,-,Unvaulted
Active,No. PP-GAW Garrett Wilson - New York Jets | 2022 Panini - Plates & Patches Football,VIH00000042787,VIH,-,Unvaulted
Active,2023 TOPPS CHROME MCDONALD'S ALL-AMERICAN AUTOGRAPHS #JWA JUJU WATKINS AQUA REFRACTOR 94/99 1E+08 PSA 9 - 2023 TOPPS CHROME MCDONALD'S ALL-AMERICAN AUTOGRAPHS JWA JUJU WATKINS AQUA REFRACTOR 94/99 - 3,,,-,Vaulted
Active,"Ineligible Item, PLEASE SEND HOME | Raw 2010-11 Panini Contenders #141 Jeremy Lin Rookie Ticket Playoff Patch Auto",VIH00000045742,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2023-14 Panini Signatures Basketball No.96 Lebron James 09/10 Raw Card,VIH00000045362,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2015-16 Panini Noir Basketball Kobe Bryant #NC-KBR 4/5,VIH00000045461,VIH,-,Unvaulted
Active,"Ineligible Items, PLEASE SEND HOME | 3x Raw Basketball cards",VIH00000045728,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | 1x Raw Michael Jordan card",VIH00000045720,VIH,-,Unvaulted
Active,2012 PANINI CRUSADE PRIZM #142 YAO MING GREEN & GOLD 2/25,103000000,PSA,10,Unvaulted
Active,1967 TOPPS #45 ROGER MARIS,85433055,PSA,3,To Vault
Active,2007 BOWMAN CHROME #24 KOBE BRYANT,59681784,PSA,10,Vaulted
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #8 GIANNIS ANTETOKOUNMPO,127000000,PSA,8.5,Vaulted
Active,2003-04 SP Authentic #LJA LeBron James SP Signatures,0008064253,BGS,9,Vaulted
Active,2003 UD COLLECTIBLES LeBRON JAMES FRESHMAN SEASON #62 LeBRON JAMES,57290946,PSA,10,Vaulted
Active,"2020-21 National Treasures #114 Tyrese Maxey Rookie Patch Autographs,  Gold FOTL",0015115422,BGS,9,Vaulted
Active,2006 FINEST #102 KEVIN DURANT REFRACTOR 341/399,91741868,PSA,9,Vaulted
Active,2020 PANINI IMMACULATE COLLECTION COLLEGIATE IMMACULATE TRIOS AUTOGRAPHS #TR-3 COLE ANTHONY/LaMELO BALL/TYRESE HALIBURTON 19/25,119000000,PSA,Authentic,Vaulted
Active,2001 UPPER DECK PROS & PROSPECTS PROMOTION #PM-8 KOBE BRYANT,85634233,PSA,10,Vaulted
Active,2005 TOPPS CHROME CHOSEN ONE RELICS #CO-YM YAO MING 332/400,70932690,PSA,10,Vaulted
Active,2005 TOPPS CHROME #102 LeBRON JAMES REFRACTOR 47/999,132000000,PSA,9,Vaulted
Active,2003 FINEST #103 YAO MING JERSEY-REFRACTOR 12/250,90907769,PSA,8,Vaulted
Active,2017 Topps Triple Threads Relic Autographs #TTARMT1 Mike Trout Gold,0010274998,BGS,10,Unvaulted
Active,2024 BOWMAN U NOW #17B HANNAH HIDALGO AUTOGRAPH-PURPLE 22/25,132000000,PSA,9,Unvaulted
Active,2017 Topps Transcendent Autographs #TCAAJ Aaron Judge Silver Variation,0015430378,BGS,9.5,Unvaulted
Active,2010 TOPPS CHROME #190 MIKE STANTON REFRACTOR,23084298,PSA,10,Unvaulted
Active,2007 Topps Allen & Ginter #300 Ichiro Suzuki Autograph,0012492466,BGS,Authentic,Unvaulted
Active,2008-09 SP Rookie Threads #TDBJ Bryant/Jordan SP Dual Threads,0007334310,BGS,8.5,Unvaulted
Active,1998 Bowman Chrome #1 Peyton Manning Refractors,0001113499,BGS,9,Unvaulted
Active,2024 PANINI PRIZM DRAFT PICKS RATED PROSPECT #17 VJ EDGECOMBE MOJO PRIZM 16/25,138000000,PSA,9,Unvaulted
Active,Encased 2024-25 Panini | Angel Reese RC Kaboom,VIH00000045566,VIH,-,Unvaulted
Active,2011 UPPER DECK EXQUISITE COLLECTION DIMENSIONS AUTOGRAPHS #D-JO MICHAEL JORDAN,44046440,PSA,Authentic,Vaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024 Topps LeBron James #RS-3,VIH00000046729,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024 Topps Bo Nix #RA-BNI,VIH00000046132,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045157,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045154,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Kon Knueppel #254,VIH00000046707,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 Panini Revolution Ja Morant #11,VIH00000046141,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045160,VIH,-,Unvaulted
Active,1996-97 Topps Youthquake #YQ15 Kobe Bryant 8011648-012 SGC 9 - 1996-97 Topps Youthquake YQ15 Kobe Bryant - - 350 - - 350 - - - Returning 2/20/2026 25 - - - - - - - - - -,,,-,Returning
Active,2024 PANINI PRIZM SENSATIONAL SIGNATURES #SSPLL PELLE LARSSON GOLD SHIMMER FOTL 3/10,123000000,PSA,9,Vaulted
Active,2025 Topps Five Star Pentamerous Penmanship Sealed Card | #PP-RS Roki Sasaki 20/25,VIH00000046315,VIH,-,Unvaulted
Active,2018 PANINI DONRUSS OPTIC #162 SHAI GILGEOUS-ALEXANDER SHOCK,128000000,PSA,10,Vaulted
Active,2002 TOPPS CHROME #146 YAO MING,50610489,PSA,10,Vaulted
Active,2018 PANINI PRIZM LUCK OF THE LOTTERY #3 LUKA DONCIC SILVER PRIZM,43248026,PSA,10,Returning
Active,1999 UPPER DECK HOLOGrFX MAXIMUM JORDAN #MJ2 MICHAEL JORDAN,128000000,PSA,9,Returning
Active,2019 TOPPS CHROME UEFA CHAMPIONS LEAGUE #74 ERLING HAALAND,63219557,PSA,10,Vaulted
Active,1996 TOPPS SEASON'S BEST #18 MICHAEL JORDAN,130000000,PSA,9,Vaulted
Active,2003 TOPPS PRISTINE #101 LeBRON JAMES,45501819,PSA,10,Vaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025-26 Topps Chrome Kon Knueppel #NS-KK,VIH00000046694,VIH,-,Unvaulted
Active,2002 TOPPS CHROME #146 YAO MING,11879045,PSA,10,Vaulted
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #31 JULIUS ERVING,146000000,PSA,9,Vaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046018,VIH,-,Returning
Active,INELIGIBLE ITEM - SEND HOME | 7x Raw Basketball Cards,VIH00000046678,VIH,-,Returning
Active,"Ineligible Items, PLEASE SEND HOME | Raw Milwaukee Brewers cards",VIH00000046984,VIH,-,Returning
Active,2003 UPPER DECK #301 LeBRON JAMES,48002889,PSA,10,Vaulted
Active,2024 TOPPS NOW #826 YOSHINOBU YAMAMOTO PLATINUM MEMBER,137000000,PSA,10,Vaulted
Active,2020 PANINI PRIZM DRAFT PICKS #41 ANTHONY EDWARDS TIGER STRIPE CHOICE,57540970,PSA,10,Vaulted
Active,2022-23 PANINI PRIZM DRAFT PICKS SENSATIONAL SIGNATURES #SSZED ZACH EDEY ORANGE PULSAR PRIZM 30/49,119000000,PSA,Authentic,Vaulted
Active,2002 FINEST #178 LeBRON JAMES,11751945,PSA,10,Vaulted
Active,2023 PANINI PRIZM #136 VICTOR WEMBANYAMA SILVER PRIZM,88835380,PSA,10,Vaulted
Active,2023 PANINI PRIZM #136 VICTOR WEMBANYAMA SILVER PRIZM,131000000,PSA,10,Vaulted
Active,2020-21 Panini Flawless Anthony Edwards | Momentous Autographs 13/15,VIH00000046806,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046578,VIH,-,Unvaulted
Active,2006 TOPPS CHROME #129 KOBE BRYANT REFRACTOR,134000000,PSA,9,Vaulted
Active,2020 PANINI IMMACULATE COLLECTION REMARKABLE ROOKIE JERSEY RELICS #RRJTMX TYRESE MAXEY 7/99,101000000,PSA,Authentic,Unvaulted
Active,2018 PANINI IMPECCABLE ROOKIE SIGNATURES #SGA SHAI GILGEOUS-ALEXANDER 22/99,99165043,PSA,10,Unvaulted
Active,2024 TOPPS CHROME UFC #141 SHARA MAGOMEDOV REFRACTOR,93984704,PSA,9,Unvaulted
Active,2018 PANINI NATIONAL TREASURES ROOKIE JUMBO MATERIALS #SGA SHAI GILGEOUS-ALEXANDER 67/99,69250788,PSA,Authentic,Unvaulted
Active,2018 PANINI IMMACULATE COLLECTION REMARKABLE ROOKIE JERSEYS #LDC LUKA DONCIC 27/99,68947551,PSA,Authentic,Unvaulted
Active,2021 PANINI IMMACULATE COLLECTION SWATCHES #IHSSGT SHAI GILGEOUS-ALEXANDER GOLD 4/10,111000000,PSA,Authentic,Unvaulted
Active,2022 PANINI NOIR #8 SHAI GILGEOUS-ALEXANDER 45/99,120000000,PSA,Authentic,Unvaulted
Active,2025 TOPPS THE DAILY DRIBBLE #DD-33 VJ EDGECOMBE BLACK RAINBOW 4/10,136000000,PSA,6,Unvaulted
Active,2021 PANINI NATIONAL TREASURES TREASURED THREADS #LBJ LeBRON JAMES PRIME 15/25,135000000,PSA,6,Unvaulted
Active,2024 PANINI PRIZM WNBA #145 CAITLIN CLARK ORANGE VELOCITY,128000000,PSA,Authentic,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024-25 Immaculate Collection Basketball No. ISM-MGJ Magic Johnson - LA Lakers Signature Moves,vih00000042198,VIH,-,Returning
Active,2021 PANINI ONE AND ONE ROOKIE AUTOGRAPHS #JSG JALEN SUGGS PURPLE 8/35,70812336,PSA,9,Vaulted
Active,Ineligible item- send home | Raw card/,VIH00000042060,VIH,-,Returning
Active,"Ineligible Items, PLEASE SEND HOME | Raw Cards",VIH00000044277,VIH,-,Returning
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023 Best of Bowman U Autograph #BOA-AF Adam Flagler Gold [#18/50],VIH00000043869,VIH,-,Returning
Active,1997 HOOPS 23K GOLD BULLS STARTING FIVE BASKETBALL TEXTURE,43741792,PSA,10,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 6x raw cards- 5x) 2001 Playoff Season Ticket:Eddie George,Tiki Barber,Joey Galloway,Steve McNair & Warren Sapp 1x)- 2018-19 Panini Immaculate Collection Basketball #110 Grayson Allen Utah Jazz 01/24 player worn material and autograph",VIH00000042776,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2023 Panini - Immaculate Collection Football Zay Flowers #PP-ZFL,VIH00000043571,VIH,-,Unvaulted
Active,n/a TRADING CARD S. GILGEOUS- ALEXANDER PSA/DNA CERTIFIED AUTHENTIC AUTO,85504010,PSA,-,Unvaulted
Active,2025 Panini Prizm Amen Thompson Redemption Card | Ineligible item,VIH00000042669,VIH,-,Unvaulted
Active,2023 Panini Illusions Dallas Goedert Auto /99 | Ineligible item,VIH00000042665,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps #NS-3 VJ EDGECOMBE rookie card,VIH00000042243,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023-24 Panini Select Top Shelf Signatures #TSS-CUR Stephen Curry Tye-Die Prizm [#16/25],VIH00000043664,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini The National VIP #53 Ken Griffey Jr.,VIH00000043634,VIH,-,Unvaulted
Active,2023 TOPPS CHROME SAPPHIRE EDITION 1972 TOPPS AUTOGRAPHS #TAJB JALEN BRUNSON PURPLE 8/10,113000000,PSA,9,Vaulted
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | x1 Joel Embiid, Jayden Daniels, Fernado Tatis Jr, Disney 100 Card Game",vih00000043197,VIH,-,Returning
Active,"2024 Topps Diamond Icons White Polychromatink Autograph #WPA-YY Yoshinobu Yamamoto Black, Purple Ink",9890255,SGC,9,Unvaulted
Active,2018 PANINI KABOOM! #JE JOEL EMBIID,67550081,PSA,9,Vaulted
Active,2018 PANINI SELECT DRAFT SELECTIONS MEMORABILIA #DSLDC LUKA DONCIC PURPLE 83/99,69749095,PSA,Authentic,To Vault
Active,2025 TOPPS CHROME LIGHTNING LEADERS #LL1 SHOHEI OHTANI,127000000,PSA,10,Vaulted
Active,2003-04 Bowman Chrome #149 Dwayne Wade Refractors,0003917921,BGS,9,Vaulted
Active,1992 CLASSIC DRAFT PICKS #1 SHAQUILLE O'NEAL,20458493,PSA,10,Vaulted
Active,2023 TOPPS COSMIC CHROME #70 DWYANE WADE SUPERFRACTOR 1/1 1/1,133000000,PSA,9,Vaulted
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #RC1 PAIGE BUECKERS,128000000,PSA,10,Vaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Noah Penda #TAIR-NP Chrome Basketball,VIH00000046200,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Shai Gilgeous-Alexander #141,VIH00000045085,VIH,-,Unvaulted
Active,2009 TOPPS #321 STEPHEN CURRY,63962554,PSA,8,Unvaulted
Active,2011-12 Exquisite Collection Personal Touch Car #PTCVC Vince Carter,0012769095,BGS,9,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2023-24 Panini Flawless Basketball Yao Ming #LS-YAO Legendary Scripts,VIH00000046194,VIH,-,Unvaulted
Active,2021 PANINI DONRUSS OPTIC FAST BREAK SIGNATURES #FBAEW ANTHONY EDWARDS GOLD 4/10,72383626,PSA,9,Unvaulted
Active,2023 TOPPS NPB CHROME TOPPS 2001 #01-1 YOSHINOBU YAMAMOTO ORANGE REFRACTOR 1/25,85222228,PSA,9,Unvaulted
Active,2016-17 Panini Donruss Optic Signature Series Jeremy Lin | Ineligible Item,VIH00000045406,VIH,-,Unvaulted
Active,2003 UPPER DECK ROOKIE EXCLUSIVES #A58 YAO MING AUTOGRAPH,97351741,PSA,Authentic,Unvaulted
Active,2012 UPPER DECK EXQUISITE COLLECTION SIGNATURES #S-JE JULIUS ERVING 25/30,127000000,PSA,9,Unvaulted
Active,2013 Upper Deck All-Time Greats Team For The Ages #TA14 Michael Jordan,0011816447,BGS,9,Vaulted
Active,2023 BOWMAN UNIVERSITY BEST BOWMAN MASTERPIECES AUTOGRAPHS #BMACC CAITLIN CLARK GOLD REFRACTOR 16/50,108000000,PSA,10,Vaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw Card: 2014 Topps Finest Keenan Allen #AJR-RM 24/75,VIH00000042726,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042857,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 VIP Panini Prizm The Nationals Paul Skenes No.42,VIH00000042598,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2025 Topps 1st Bowman No.BCA-FME Fernando Mendoza Raw Card,VIH00000045631,VIH,-,Unvaulted
Active,2024 Topps Verterns Class Donovan McNabb Auto /10 | Ineligible item,VIH00000042671,VIH,-,Unvaulted
Active,2025 Topps Chrome Stephen Curry /99 | Ineligible Items,VIH00000043013,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2024-25 Panini Flawless Basketball Darius Garland No. FM-DGL,VIH00000042140,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Immaculate Collection Paolo Banchero #MM-PBA auto numbered 05/10,VIH00000042713,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Flawless Anthony Davis Raw Card 10/15,VIH00000043005,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042847,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw: Wild Card 7CSR-A CJ Stroud 1/1,VIH00000042078,VIH,-,Unvaulted
Active,2024-25 Immaculate Collection Modern Marks Luis Suarez Auto /25 | Ineligbile Items,VIH00000044261,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Topps Basketball All Kings #AK10 Donovan Mitchell,VIH00000043661,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | | 1x Raw Card: 2025 Panini National Treasures Baseball - Synced Signatures #SS-LS Paul Skenes/Dylan Crews [#05/10],VIH00000044396,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 RAW Hi-Tech Mario Andretti Prototype,VIH00000042438,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2015-16 Panini Immaculate Giannis Antetokounmpo #17 auto numbered 03/10,VIH00000042104,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2024-25 Panini Noir Dalton Knecht #22/25,VIH00000042940,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2025 Raw Panini VIP Aaron Judge,VIH00000042221,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024-25 Panini Donruss Optic Rated Rookie Jared McCain No.313 Autographed,VIH00000042616,VIH,-,Unvaulted
Active,2024 Panini Immaculate Collection Tyreek Hill Logos /10 | Ineligible item,VIH00000043017,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042916,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card with sports mem- 2024-25 SILHOUETTE DERRICK ROSE #THR-DRS,VIH00000045321,VIH,-,Unvaulted
Active,2024-25 Panini Flawless Cade Cunningham Auto /3 | Ineligible Item,VIH00000045335,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042902,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2023 Panini Prizm Football No. 175 Hunter Renfrow,VIH00000042762,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps Bowman Best KON KNUEPPEL #PDRA-KKN Player worn mem and guaranteed autograph,VIH00000043105,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw NFL card- 2024 Panini SELECT  #4 MARVIN HARRISON JR. Cardinals,VIH00000042744,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042921,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Topps Bowman Chrome Kon Knueppel #48 auto numbered 4/5,VIH00000041852,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2018 Prizm Basketball Jayson Tatum Blue Shimmer 6/7,VIH00000044845,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw NFL card-2018 Panini Donruss Optic JOSH ALLEN #154 rated Rookie,vih00000044683,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Card: 2020 Panini Immaculate Collection #QJ4 Jordan Love (21/49),VIH00000043239,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Panini Score Rookie Jaxson Dart #35,VIH00000042811,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2015-16 Panini National Treasures Rookie Jumbo #31 Nikola Jokic,VIH00000042325,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2020-21 Panini Prizm Select D'Andre Swift,VIH00000042599,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw baseball card in a clear protectant case-2021 Topps Commemorative 70th Anniversary Metal Patch MOOKIE BETTS,VIH00000042182,VIH,-,Unvaulted
